trial,sent_us,recv_us,latency_us
705,1747604952419876,1747604952426130,6254
706,1747604952519876,1747604952525688,5812
707,1747604952619876,1747604952625615,5739
708,1747604952719876,1747604952725868,5992
709,1747604952819876,1747604952825592,5716
710,1747604952919876,1747604952926003,6127
711,1747604953019876,1747604953026169,6293
712,1747604953119876,1747604953125904,6028
713,1747604953219876,1747604953225194,5318
714,1747604953319876,1747604953325409,5533
715,1747604953419876,1747604953425486,5610
716,1747604953519876,1747604953525664,5788
717,1747604953619876,1747604953626300,6424
718,1747604953719876,1747604953725901,6025
719,1747604953819876,1747604953826072,6196
720,1747604953919876,1747604953925701,5825
721,1747604954019876,1747604954025716,5840
722,1747604954119876,1747604954125597,5721
723,1747604954219876,1747604954225458,5582
724,1747604954319876,1747604954325242,5366
725,1747604954419876,1747604954425415,5539
726,1747604954519876,1747604954525977,6101
727,1747604954619876,1747604954625602,5726
728,1747604954719876,1747604954725603,5727
729,1747604954819876,1747604954825999,6123
730,1747604954919876,1747604954925966,6090
731,1747604955019876,1747604955026232,6356
732,1747604955119876,1747604955125984,6108
