trial,sent_us,recv_us,latency_us
660,1747604559151905,1747604559163755,11850
661,1747604559167880,1747604559180533,12653
662,1747604559185537,1747604559197054,11517
663,1747604559201088,1747604559213619,12531
664,1747604559222440,1747604559230465,8025
665,1747604559235419,1747604559242616,7197
666,1747604559246723,1747604559253653,6930
667,1747604559258754,1747604559270208,11454
668,1747604559275432,1747604559287097,11665
669,1747604559291114,1747604559299533,8419
670,1747604559303621,1747604559311176,7555
671,1747604559327400,1747604559339140,11740
672,1747604559349855,1747604559361541,11686
673,1747604559371991,1747604559383701,11710
674,1747604559394286,1747604559406228,11942
675,1747604559410152,1747604559419505,9353
676,1747604559423550,1747604559436788,13238
677,1747604559440619,1747604559459492,18873
678,1747604559463363,1747604559477497,14134
679,1747604559497795,1747604559505013,7218
680,1747604559513015,1747604559527222,14207
681,1747604559531106,1747604559550444,19338
682,1747604559556397,1747604559568129,11732
683,1747604559572100,1747604559591147,19047
684,1747604559595177,1747604559604053,8876
685,1747604559608198,1747604559621497,13299
686,1747604559625298,1747604559643781,18483
687,1747604559653843,1747604559666488,12645
688,1747604559685308,1747604559694197,8889
689,1747604559698178,1747604559710850,12672
690,1747604559714823,1747604559727381,12558
691,1747604559731357,1747604559744017,12660
692,1747604559752086,1747604559766129,14043
693,1747604559776709,1747604559794100,17391
694,1747604559798369,1747604559805175,6806
695,1747604559810112,1747604559821878,11766
696,1747604559827204,1747604559838492,11288
697,1747604559848992,1747604559861211,12219
698,1747604559865113,1747604559878107,12994
699,1747604559882091,1747604559893987,11896
700,1747604559899108,1747604559910753,11645
701,1747604559914628,1747604559923164,8536
702,1747604559932819,1747604559945331,12512
703,1747604559949477,1747604559961961,12484
704,1747604559966051,1747604559978706,12655
705,1747604559989106,1747604559995318,6212
706,1747604560000662,1747604560006402,5740
707,1747604560011833,1747604560023119,11286
708,1747604560033809,1747604560051681,17872
709,1747604560055745,1747604560062846,7101
710,1747604560067351,1747604560073865,6514
711,1747604560077931,1747604560085276,7345
712,1747604560089438,1747604560102181,12743
713,1747604560106307,1747604560112688,6381
714,1747604560121018,1747604560129310,8292
715,1747604560137276,1747604560151757,14481
716,1747604560155800,1747604560163816,8016
717,1747604560169312,1747604560180411,11099
718,1747604560200551,1747604560208201,7650
719,1747604560216238,1747604560230577,14339
720,1747604560236476,1747604560247810,11334
721,1747604560255712,1747604560264642,8930
722,1747604560274372,1747604560293382,19010
723,1747604560297403,1747604560306038,8635
724,1747604560315773,1747604560328451,12678
725,1747604560349093,1747604560356240,7147
726,1747604560362022,1747604560373383,11361
727,1747604560381280,1747604560401263,19983
728,1747604560405294,1747604560418953,13659
729,1747604560422805,1747604560440736,17931
730,1747604560444737,1747604560451608,6871
731,1747604560457038,1747604560462650,5612
