trial,local_us,latency
921,1747599868858013,277
922,1747599868858306,280
923,1747599868858601,277
924,1747599868858894,280
925,1747599868859188,284
926,1747599868859489,404
927,1747599868859912,603
928,1747599868860535,326
929,1747599868860875,410
930,1747599868861305,295
931,1747599868861615,277
932,1747599868861908,280
933,1747599868862203,277
934,1747599868862496,280
935,1747599868862791,378
936,1747599868863188,464
937,1747599868863670,284
938,1747599868863969,280
939,1747599868864264,413
940,1747599868864696,372
941,1747599868865083,398
942,1747599868865501,447
943,1747599868865965,401
944,1747599868866387,291
945,1747599868866693,277
946,1747599868866986,288
947,1747599868867288,277
948,1747599868867581,280
949,1747599868867875,310
950,1747599868868203,287
951,1747599868868505,277
952,1747599868868798,280
953,1747599868869093,284
954,1747599868869393,279
955,1747599868869687,277
956,1747599868869980,280
957,1747599868870275,277
958,1747599868870569,281
959,1747599868870863,277
960,1747599868871157,288
961,1747599868871459,418
962,1747599868871899,582
963,1747599868872498,279
964,1747599868872794,390
965,1747599868873202,429
966,1747599868873650,405
967,1747599868874074,409
968,1747599868874502,288
969,1747599868874804,277
970,1747599868875097,287
971,1747599868875399,277
972,1747599868875692,280
973,1747599868875986,277
974,1747599868876279,280
975,1747599868876574,568
976,1747599868877165,415
977,1747599868877594,280
978,1747599868877890,279
979,1747599868878185,495
980,1747599868878702,407
981,1747599868879124,410
982,1747599868879555,411
983,1747599868879983,279
984,1747599868880278,280
985,1747599868880573,277
986,1747599868880866,280
987,1747599868881161,284
988,1747599868881461,280
989,1747599868881756,277
990,1747599868882049,365
991,1747599868882432,312
992,1747599868882760,289
993,1747599868883066,360
994,1747599868883444,600
995,1747599868884062,304
996,1747599868884385,286
997,1747599868884686,282
998,1747599868884985,290
999,1747599868885290,282
1000,1747599868885589,282
1001,1747599868885887,282
1002,1747599868886185,556
1003,1747599868886761,407
1004,1747599868887186,293
1005,1747599868887495,282
1006,1747599868887793,283
1007,1747599868888091,282
1008,1747599868888389,282
1009,1747599868888687,282
1010,1747599868888986,290
1011,1747599868889291,282
1012,1747599868889590,389
1013,1747599868889998,306
1014,1747599868890323,472
1015,1747599868890813,424
1016,1747599868891257,410
1017,1747599868891686,415
1018,1747599868892120,291
1019,1747599868892426,282
1020,1747599868892724,282
1021,1747599868893022,290
1022,1747599868893328,282
1023,1747599868893626,407
1024,1747599868894055,296
1025,1747599868894367,286
1026,1747599868894669,437
1027,1747599868895126,314
1028,1747599868895458,428
1029,1747599868895904,418
1030,1747599868896343,408
1031,1747599868896772,415
1032,1747599868897205,290
1033,1747599868897518,282
1034,1747599868897816,282
1035,1747599868898115,282
1036,1747599868898413,282
1037,1747599868898711,282
1038,1747599868899009,290
