trial,sent_us,recv_us,latency_us
600,1747595157928079,1747595157942261,14182
601,1747595158028086,1747595158037967,9881
602,1747595158128082,1747595158139876,11794
603,1747595158228097,1747595158236973,8876
604,1747595158328082,1747595158335959,7877
605,1747595158428088,1747595158433137,5049
606,1747595158528082,1747595158537418,9336
607,1747595158628089,1747595158656483,28394
608,1747595158728079,1747595158732432,4353
609,1747595158828086,1747595158833809,5723
610,1747595158928082,1747595158946846,18764
611,1747595159028087,1747595159043860,15773
612,1747595159128084,1747595159136766,8682
613,1747595159228092,1747595159285095,57003
614,1747595159328079,1747595159336272,8193
615,1747595159428091,1747595159451800,23709
616,1747595159528083,1747595159575879,47796
617,1747595159628086,1747595159631511,3425
618,1747595159728079,1747595159752833,24754
619,1747595159828091,1747595159832532,4441
620,1747595159928081,1747595159936832,8751
621,1747595160028088,1747595160045499,17411
622,1747595160128088,1747595160228702,100614
623,1747595160228085,1747595160234799,6714
624,1747595160328084,1747595160471425,143341
625,1747595160428085,1747595160471672,43587
626,1747595160528082,1747595160533365,5283
627,1747595160628085,1747595160735744,107659
628,1747595160728084,1747595160751443,23359
629,1747595160828089,1747595161000552,172463
630,1747595160928079,1747595161000821,72742
631,1747595161028087,1747595161042622,14535
632,1747595161128090,1747595161227944,99854
633,1747595161228084,1747595161232532,4448
634,1747595161328087,1747595161490696,162609
635,1747595161428082,1747595161491111,63029
636,1747595161528092,1747595161554393,26301
637,1747595161628084,1747595161742338,114254
638,1747595161728087,1747595161742602,14515
639,1747595161828086,1747595161832550,4464
640,1747595161928086,1747595161946924,18838
641,1747595162028082,1747595162031341,3259
642,1747595162128092,1747595162210447,82355
643,1747595162228086,1747595162236272,8186
644,1747595162328088,1747595162475411,147323
645,1747595162428082,1747595162475618,47536
646,1747595162528087,1747595162533412,5325
647,1747595162628088,1747595162739143,111055
648,1747595162728088,1747595162739457,11369
649,1747595162828082,1747595162836460,8378
650,1747595162928089,1747595162938928,10839
651,1747595163028079,1747595163202052,173973
652,1747595163128096,1747595163202406,74310
653,1747595163228086,1747595163249827,21741
654,1747595163328089,1747595163466948,138859
655,1747595163428079,1747595163467191,39112
656,1747595163528087,1747595163533921,5834
657,1747595163628079,1747595163725046,96967
658,1747595163728087,1747595163735840,7753
659,1747595163828084,1747595163985768,157684
660,1747595163928085,1747595163986081,57996
661,1747595164028082,1747595164065564,37482
662,1747595164128090,1747595164247301,119211
663,1747595164228079,1747595164247623,19544
664,1747595164328089,1747595164338318,10229
665,1747595164428086,1747595164510348,82262
666,1747595164528085,1747595164552581,24496
667,1747595164628086,1747595164771133,143047
668,1747595164728085,1747595164771417,43332
669,1747595164828084,1747595164836423,8339
670,1747595164928087,1747595165034552,106465
671,1747595165028079,1747595165036119,8040
672,1747595165128089,1747595165291754,163665
673,1747595165228084,1747595165292042,63958
674,1747595165328087,1747595165349322,21235
675,1747595165428092,1747595165437811,9719
676,1747595165528082,1747595165557800,29718
677,1747595165628085,1747595165631247,3162
678,1747595165728082,1747595165735773,7691
679,1747595165828086,1747595165851683,23597
680,1747595165928084,1747595165934606,6522
681,1747595166028087,1747595166046025,17938
682,1747595166128090,1747595166287183,159093
683,1747595166228089,1747595166406698,178609
684,1747595166328079,1747595166529304,201225
685,1747595166428084,1747595166650034,221950
686,1747595166528090,1747595166822464,294374
687,1747595166628088,1747595166842727,214639
688,1747595166728082,1747595167036339,308257
689,1747595166828081,1747595167036652,208571
690,1747595166928082,1747595167036892,108810
691,1747595167028087,1747595167039877,11790
692,1747595167128083,1747595167132196,4113
693,1747595167228088,1747595167244000,15912
