trial,local_us,latency
1097,1747593871888908,133420
1098,1747593872022345,9664
1099,1747593872088912,129270
1100,1747593872218428,12573
1101,1747593872288908,118752
1102,1747593872407677,33260
1103,1747593872488903,112114
1104,1747593872601122,26290
1105,1747593872688923,186606
1106,1747593872875716,39217
1107,1747593872914950,9261
1108,1747593872988898,138675
1109,1747593873129702,30974
1110,1747593873188901,33936
1111,1747593873288917,107211
1112,1747593873396166,11547
1113,1747593873488915,185076
1114,1747593873674018,8965
1115,1747593873688897,43900
1116,1747593873788899,62901
1117,1747593873888904,13635
1118,1747593873988916,137622
1119,1747593874126578,26711
1120,1747593874188898,24910
1121,1747593874288904,132662
1122,1747593874421603,26914
1123,1747593874488898,156498
1124,1747593874645417,330365
1125,1747593874975805,514896
1126,1747593875490724,162952
1127,1747593875653701,131367
1128,1747593875785444,92521
1129,1747593875877991,54635
1130,1747593875932642,28604
1131,1747593875961263,51125
1132,1747593876012495,42877
1133,1747593876055389,70383
1134,1747593876125789,72079
1135,1747593876197884,69053
1136,1747593876266954,60845
1137,1747593876327816,132964
1138,1747593876460797,60882
1139,1747593876521695,54005
1140,1747593876575716,170973
1141,1747593876746713,81768
1142,1747593876828686,81306
1143,1747593876910013,101397
1144,1747593877011426,63062
1145,1747593877074505,135176
1146,1747593877209698,32913
1147,1747593877242628,8208
1148,1747593877250853,9879
