trial,sent_us,recv_us,latency_us
318,1747601192997695,1747601193006039,8344
319,1747601193097695,1747601193105128,7433
320,1747601193197695,1747601193204817,7122
321,1747601193297695,1747601193304549,6854
322,1747601193397695,1747601193403602,5907
323,1747601193497695,1747601193503003,5308
324,1747601193597695,1747601193604533,6838
325,1747601193697695,1747601193704698,7003
326,1747601193797695,1747601193803185,5490
327,1747601193897695,1747601193906170,8475
328,1747601193997695,1747601194004573,6878
329,1747601194097695,1747601194105943,8248
330,1747601194197695,1747601194205113,7418
331,1747601194297695,1747601194305005,7310
332,1747601194397695,1747601194404664,6969
333,1747601194497695,1747601194505710,8015
334,1747601194597695,1747601194604667,6972
335,1747601194697695,1747601194703261,5566
336,1747601194797695,1747601194803284,5589
337,1747601194897695,1747601194904829,7134
338,1747601194997695,1747601195005213,7518
339,1747601195097695,1747601195104657,6962
340,1747601195197695,1747601195206128,8433
341,1747601195297695,1747601195304504,6809
342,1747601195397695,1747601195404623,6928
343,1747601195497695,1747601195504663,6968
344,1747601195597695,1747601195603328,5633
345,1747601195697695,1747601195704967,7272
346,1747601195797695,1747601195805749,8054
347,1747601195897695,1747601195905826,8131
348,1747601195997695,1747601196005287,7592
349,1747601196097695,1747601196104570,6875
350,1747601196197695,1747601196205120,7425
351,1747601196297695,1747601196304527,6832
352,1747601196397695,1747601196404831,7136
353,1747601196497695,1747601196504557,6862
354,1747601196597695,1747601196604752,7057
355,1747601196697695,1747601196704598,6903
356,1747601196797695,1747601196804772,7077
357,1747601196897695,1747601196905853,8158
358,1747601196997695,1747601197005492,7797
359,1747601197097695,1747601197105291,7596
360,1747601197197695,1747601197203124,5429
361,1747601197297695,1747601197304473,6778
362,1747601197397695,1747601197404745,7050
363,1747601197497695,1747601197505241,7546
364,1747601197597695,1747601197604876,7181
365,1747601197697695,1747601197704711,7016
366,1747601197797695,1747601197804589,6894
367,1747601197897695,1747601197905013,7318
368,1747601197997695,1747601198004702,7007
369,1747601198097695,1747601198105195,7500
370,1747601198197695,1747601198205649,7954
371,1747601198297695,1747601198304505,6810
372,1747601198397695,1747601198404691,6996
373,1747601198497695,1747601198505867,8172
374,1747601198597695,1747601198606378,8683
375,1747601198697695,1747601198704790,7095
376,1747601198797695,1747601198804684,6989
377,1747601198897695,1747601198905151,7456
378,1747601198997695,1747601199006070,8375
379,1747601199097695,1747601199104807,7112
380,1747601199197695,1747601199204903,7208
381,1747601199297695,1747601199304502,6807
382,1747601199397695,1747601199404486,6791
383,1747601199497695,1747601199504495,6800
384,1747601199597695,1747601199603138,5443
385,1747601199697695,1747601199704821,7126
386,1747601199797695,1747601199804061,6366
387,1747601199897695,1747601199905377,7682
388,1747601199997695,1747601200005065,7370
389,1747601200097695,1747601200104997,7302
390,1747601200197695,1747601200205029,7334
391,1747601200297695,1747601200304534,6839
392,1747601200397695,1747601200404751,7056
393,1747601200497695,1747601200505222,7527
394,1747601200597695,1747601200604633,6938
395,1747601200697695,1747601200705163,7468
396,1747601200797695,1747601200804578,6883
397,1747601200897695,1747601200905829,8134
398,1747601200997695,1747601201004768,7073
399,1747601201097695,1747601201105007,7312
400,1747601201197695,1747601201204743,7048
401,1747601201297695,1747601201304689,6994
402,1747601201397695,1747601201404580,6885
403,1747601201497695,1747601201504561,6866
404,1747601201597695,1747601201604694,6999
405,1747601201697695,1747601201704947,7252
406,1747601201797695,1747601201804674,6979
407,1747601201897695,1747601201905141,7446
408,1747601201997695,1747601202004718,7023
409,1747601202097695,1747601202104825,7130
410,1747601202197695,1747601202204479,6784
411,1747601202297695,1747601202304958,7263
412,1747601202397695,1747601202404481,6786
413,1747601202497695,1747601202505487,7792
414,1747601202597695,1747601202604624,6929
415,1747601202697695,1747601202704664,6969
416,1747601202797695,1747601202804806,7111
417,1747601202897695,1747601202904888,7193
418,1747601202997695,1747601203004783,7088
419,1747601203097695,1747601203105243,7548
420,1747601203197695,1747601203204847,7152
421,1747601203297695,1747601203304519,6824
422,1747601203397695,1747601203404577,6882
423,1747601203497695,1747601203504670,6975
424,1747601203597695,1747601203604503,6808
425,1747601203697695,1747601203704598,6903
426,1747601203797695,1747601203804715,7020
427,1747601203897695,1747601203903392,5697
428,1747601203997695,1747601204004765,7070
429,1747601204097695,1747601204104780,7085
430,1747601204197695,1747601204205204,7509
431,1747601204297695,1747601204304611,6916
432,1747601204397695,1747601204406147,8452
433,1747601204497695,1747601204504483,6788
434,1747601204597695,1747601204605377,7682
435,1747601204697695,1747601204705194,7499
436,1747601204797695,1747601204804698,7003
437,1747601204897695,1747601204905419,7724
438,1747601204997695,1747601205004686,6991
439,1747601205097695,1747601205105574,7879
440,1747601205197695,1747601205205077,7382
441,1747601205297695,1747601205304614,6919
442,1747601205397695,1747601205404574,6879
443,1747601205497695,1747601205505239,7544
444,1747601205597695,1747601205604660,6965
445,1747601205697695,1747601205705226,7531
446,1747601205797695,1747601205802985,5290
447,1747601205897695,1747601205905919,8224
448,1747601205997695,1747601206004660,6965
449,1747601206097695,1747601206104680,6985
450,1747601206197695,1747601206205115,7420
451,1747601206297695,1747601206305172,7477
452,1747601206397695,1747601206405171,7476
453,1747601206497695,1747601206504608,6913
454,1747601206597695,1747601206604687,6992
455,1747601206697695,1747601206704629,6934
456,1747601206797695,1747601206804585,6890
457,1747601206897695,1747601206904750,7055
458,1747601206997695,1747601207003415,5720
459,1747601207097695,1747601207103495,5800
460,1747601207197695,1747601207205194,7499
461,1747601207297695,1747601207305076,7381
462,1747601207397695,1747601207405126,7431
463,1747601207497695,1747601207504576,6881
464,1747601207597695,1747601207605285,7590
465,1747601207697695,1747601207705121,7426
466,1747601207797695,1747601207805381,7686
467,1747601207897695,1747601207905302,7607
468,1747601207997695,1747601208005124,7429
469,1747601208097695,1747601208105159,7464
470,1747601208197695,1747601208205018,7323
471,1747601208297695,1747601208304608,6913
472,1747601208397695,1747601208404549,6854
473,1747601208497695,1747601208504578,6883
474,1747601208597695,1747601208604678,6983
475,1747601208697695,1747601208705253,7558
476,1747601208797695,1747601208804789,7094
477,1747601208897695,1747601208905015,7320
478,1747601208997695,1747601209004967,7272
479,1747601209097695,1747601209105134,7439
480,1747601209197695,1747601209205209,7514
481,1747601209297695,1747601209304551,6856
482,1747601209397695,1747601209404652,6957
483,1747601209497695,1747601209504707,7012
484,1747601209597695,1747601209604786,7091
485,1747601209697695,1747601209704660,6965
486,1747601209797695,1747601209805575,7880
487,1747601209897695,1747601209903221,5526
488,1747601209997695,1747601210004707,7012
489,1747601210097695,1747601210103632,5937
490,1747601210197695,1747601210204895,7200
491,1747601210297695,1747601210303022,5327
492,1747601210397695,1747601210404601,6906
493,1747601210497695,1747601210504567,6872
494,1747601210597695,1747601210603224,5529
495,1747601210697695,1747601210705094,7399
496,1747601210797695,1747601210804623,6928
497,1747601210897695,1747601210904890,7195
498,1747601210997695,1747601211005257,7562
499,1747601211097695,1747601211104845,7150
500,1747601211197695,1747601211204661,6966
501,1747601211297695,1747601211305851,8156
502,1747601211397695,1747601211404666,6971
503,1747601211497695,1747601211504788,7093
504,1747601211597695,1747601211604587,6892
505,1747601211697695,1747601211703739,6044
506,1747601211797695,1747601211803186,5491
507,1747601211897695,1747601211904457,6762
508,1747601211997695,1747601212003516,5821
509,1747601212097695,1747601212104576,6881
510,1747601212197695,1747601212204684,6989
511,1747601212297695,1747601212305946,8251
512,1747601212397695,1747601212405208,7513
513,1747601212497695,1747601212504640,6945
514,1747601212597695,1747601212604726,7031
515,1747601212697695,1747601212704790,7095
516,1747601212797695,1747601212804764,7069
517,1747601212897695,1747601212905206,7511
518,1747601212997695,1747601213005404,7709
519,1747601213097695,1747601213104632,6937
520,1747601213197695,1747601213204777,7082
521,1747601213297695,1747601213304628,6933
522,1747601213397695,1747601213404796,7101
523,1747601213497695,1747601213504978,7283
524,1747601213597695,1747601213603136,5441
525,1747601213697695,1747601213704809,7114
526,1747601213797695,1747601213807073,9378
527,1747601213897695,1747601213904488,6793
528,1747601213997695,1747601214004563,6868
529,1747601214097695,1747601214104515,6820
530,1747601214197695,1747601214205410,7715
531,1747601214297695,1747601214304753,7058
532,1747601214397695,1747601214404694,6999
533,1747601214497695,1747601214505056,7361
534,1747601214597695,1747601214603151,5456
535,1747601214697695,1747601214704607,6912
